N_EXPEDIEN;F_EXPEDIEN;CALLE;ALTURA;DIRECCION;SMP;M2;FECHA_ESTA;DESTINO;ZONIFICACI;TIPO_OBRA;BARRIO;COMUNA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO;LAT;LNG
1.612.544/2013;7/5/2013 00:00;11 DE SEPTIEMBRE DE 1888;1501;11 DE SEPTIEMBRE DE 1888 1501;023-053-005B;-;14/5/2013 00:00;;;AVISO DE OBRA;BELGRANO;COMUNA 13;1426;C1426BKQ;-34.564220066664085;-58.44641021338772
1.608.766/2013;7/5/2013 00:00;BOEDO AV.;531;BOEDO AV. 531;036-131-042;2009.77;22/7/2013 00:00;MULTIVIVIENDA;C3 I;DEMOLICION TOTAL Y OBRA;ALMAGRO;COMUNA 5;1218;C1218AAB;-34.61899109944581;-58.41677506050296
1.632.560/2013;8/5/2013 00:00;PERON, EVA AV.;1551;PERON, EVA AV. 1551;042-054-003;-;17/5/2013 00:00;;;AVISO DE OBRA;PARQUE CHACABUCO;COMUNA 7;1406;C1406HMD;-34.63368987113752;-58.44597569130784
1.633.201/2013;8/5/2013 00:00;NAON, ROMULO;2736;NAON, ROMULO 2736;053-137-012B;-;28/5/2013 00:00;;;AVISO DE OBRA;COGHLAN;COMUNA 12;1430;C1430EQB;-34.56435444791662;-58.47543343814745
1.631.965/2013;8/5/2013 00:00;PAEZ;3311;PAEZ 3311;077-146-017;404.50;9/10/2013 00:00;ADMINISTRACION, BANCA Y FINANZAS;C3 II;DEMOLICION TOTAL Y OBRA;FLORESTA;COMUNA 10;1407;C1407LSA;-34.623536142220956;-58.47875029368343
1.653.635/2013;9/5/2013 00:00;LORETO, VIRREY;3655;LORETO, VIRREY 3655;037-021-026;1475.79;9/10/2013 00:00;MULTIVIVIENDA;C3 II;DEMOLICION TOTAL Y OBRA;CHACARITA;COMUNA 15;1427;C1427DXA;-34.57896454933295;-58.45874019186466
1.656.686/2013;9/5/2013 00:00;DE LOS INCAS AV.;4814;DE LOS INCAS AV. 4814;061-078-002;1416.18;26/8/2013 00:00;ADMINISTRACION, BANCA Y FINANZAS;C3 II;DEMOLICION TOTAL Y OBRA;PARQUE CHAS;COMUNA 15;1427;C1427DON;-34.58429956298834;-58.47821122035408
1.653.291/2013;9/5/2013 00:00;URQUIZA, GRAL.;752;URQUIZA, GRAL. 752;028-042-016A;356.37;5/12/2013 00:00;EDUCACION;C3 I;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;BALVANERA;COMUNA 3;1221;C1221ADF;-34.61951450525918;-58.40923770276112
1.634.098/2013;9/5/2013 00:00;CONDARCO;58;CONDARCO 58;065-041A-023;1970.27;26/8/2013 00:00;MULTIVIVIENDA;C2;DEMOLICION TOTAL Y OBRA;FLORES;COMUNA 7;1406;C1406AEB;-34.62927131591631;-58.46727379353778
1.634.098/2013;9/5/2013 00:00;CONDARCO;58;CONDARCO 58;065-041A-023;1970.27;6/11/2014 00:00;MULTIVIVIENDA;C2;DEMOLICION TOTAL Y OBRA;FLORES;COMUNA 7;1406;C1406AEB;-34.62927131591631;-58.46727379353778
1.655.902/2013;9/5/2013 00:00;ESCALADA;655;ESCALADA 655;060-099-019;563.55;9/5/2013 13:46;;;DEMOLICION TOTAL Y OBRA;;;;;;
1.655.902/2013;9/5/2013 00:00;ESCALADA AV.;655;ESCALADA AV. 655;060-099-019;563.55;29/7/2013 00:00;;;DEMOLICION TOTAL Y OBRA;MATADEROS;COMUNA 9;1407;0;-34.643781666445776;-58.49671937357106
1.655.902/2013;9/5/2013 00:00;ESCALADA AV.;655;ESCALADA AV. 655;060-099-019;563.55;1/12/2014 00:00;;;DEMOLICION TOTAL Y OBRA;MATADEROS;COMUNA 9;1407;0;-34.643781666445776;-58.49671937357106
1.634.740/2013;9/5/2013 00:00;VUELTA DE OBLIGADO;1429;VUELTA DE OBLIGADO 1429;023-047A-008;1160.63;11/7/2013 00:00;MULTIVIVIENDA;R2A I;DEMOLICION TOTAL Y OBRA;BELGRANO;COMUNA 13;1426;C1426BEG;-34.56652218917042;-58.449683775848804
1.634.740/2013;9/5/2013 00:00;VUELTA DE OBLIGADO;1429;VUELTA DE OBLIGADO 1429;023-047A-008;1160.63;16/1/2015 00:00;MULTIVIVIENDA;R2A I;DEMOLICION TOTAL Y OBRA;BELGRANO;COMUNA 13;1426;C1426BEG;-34.56652218917042;-58.449683775848804
1.633.843/2013;9/5/2013 00:00;ROOSEVELT FRANKLIN D.;2887;ROOSEVELT FRANKLIN D. 2887;041-109-016;-;15/5/2013 00:00;;;AVISO DE OBRA;BELGRANO;COMUNA 13;1428;C1428BOS;-34.56003670882624;-58.46492251784295
1.650.773/2013;9/5/2013 00:00;AGUIRRE;651;AGUIRRE 651;031-041-016B;-;17/5/2013 00:00;;;AVISO DE OBRA;VILLA CRESPO;COMUNA 15;1414;C1414ASM;-34.59638860008148;-58.436760839025574
1.650.131/2013;9/5/2013 00:00;ELCANO AV.;3364;ELCANO AV. 3364;037-058-018B;-;17/5/2013 00:00;;;AVISO DE OBRA;COLEGIALES;COMUNA 13;1426;C1426EJR;-34.5752989359978;-58.45978007905922
1.649.952/2013;9/5/2013 00:00;VUELTA DE OBLIGADO;2622;VUELTA DE OBLIGADO 2622;027-002-021;-;17/5/2013 00:00;;;AVISO DE OBRA;BELGRANO;COMUNA 13;1428;C1428ADR;-34.55655729969718;-58.45995272909196
1.656.775/2013;9/5/2013 00:00;BELGRANO AV.;602;BELGRANO AV. 602;002-022-001D;-;15/5/2013 00:00;;;AVISO DE OBRA;MONSERRAT;COMUNA 1;1092;C1092AAT;-34.612745196812874;-58.374944973716374
1.655.780/2013;9/5/2013 00:00;OLAYA;1032;OLAYA 1032;045-065-034;-;15/5/2013 00:00;;;AVISO DE OBRA;CABALLITO;COMUNA 6;1405;C1405BEB;-34.60757160224677;-58.44271405254959
1.655.115/2013;9/5/2013 00:00;FLORIDA;371;FLORIDA 371;001-028-001A;-;15/5/2013 00:00;;;AVISO DE OBRA;SAN NICOLAS;COMUNA 1;1005;C1005AAG;-34.603667253762104;-58.37515176517805
1.654.024/2013;9/5/2013 00:00;GAONA AV.;3925;GAONA AV. 3925;079-100-029;1947.69;24/7/2013 00:00;ADMINISTRACION, BANCA Y FINANZAS;C3 II;OBRA NUEVA;VILLA SANTA RITA;COMUNA 11;1407;C1407FIB;-34.623325416305164;-58.47992001817991
1.673.559/2013;10/5/2013 00:00;PASTEUR;582;PASTEUR 582;009-039-001;-;15/5/2013 00:00;;;AVISO DE OBRA;BALVANERA;COMUNA 3;1028;C1028AAL;-34.60236485305418;-58.399755245802865
1.672.322/2013;10/5/2013 00:00;TINOGASTA;5156;TINOGASTA 5156;087-024A-010;175.62;11/11/2013 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA DEVOTO;COMUNA 11;1417;C1417EJL;-34.61538663723511;-58.51916165765955
1.675.190/2013;10/5/2013 00:00;INDEPENDENCIA AV.;4180;INDEPENDENCIA AV. 4180;036-039-011;2328.44;16/10/2013 00:00;MULTIVIVIENDA;C3 I;DEMOLICION TOTAL Y OBRA;BOEDO;COMUNA 5;1226;C1226AAT;-34.62173292892628;-58.42486253442435
1.675.937/2013;10/5/2013 00:00;MONROE;2724;MONROE 2724;039-080-003;-;14/5/2013 00:00;;;AVISO DE OBRA;BELGRANO;COMUNA 13;1428;C1428BLT;-34.560048566462854;-58.46288549106124
1.675.619/2013;10/5/2013 00:00;SAN LUIS;2723;SAN LUIS 2723;013-103-027A;-;13/6/2013 00:00;;;AVISO DE OBRA;BALVANERA;COMUNA 3;1186;C1186ACA;-34.59983431598045;-58.404343412496296
1.690.028/2013;13/5/2013 00:00;ALBERDI, JUAN BAUTISTA AV.;3442;ALBERDI, JUAN BAUTISTA AV. 3442;054-179-005A;336.19;28/6/2013 00:00;COMERCIO;C3 II;DEMOLICION TOTAL Y OBRA;FLORESTA;COMUNA 10;1407;C1407GZO;-34.63553407820327;-58.474870834467666
1.694.678/2013;13/5/2013 00:00;GUEVARA;1402;GUEVARA 1402;049-116-019D;80.39;28/5/2013 00:00;;;OBRA NUEVA;VILLA ORTUZAR;COMUNA 15;1427;C1427BSJ;-34.5839896651988;-58.46358474951312
1.695.379/2013;13/5/2013 00:00;MONROE;1654;MONROE 1654;025-059-005A;1184.52;19/9/2013 00:00;MULTIVIVIENDA;R2B I;DEMOLICION TOTAL Y OBRA;BELGRANO;COMUNA 13;1428;C1428BKT;-34.55398242009465;-58.452552761496726
1.698.865/2013;13/5/2013 00:00;HIDALGO;139;HIDALGO 139;045-069-002;-;17/5/2013 00:00;;;AVISO DE OBRA;CABALLITO;COMUNA 6;1405;C1405BBC;-34.61733004072057;-58.43839696098439
1.698.221/2013;13/5/2013 00:00;ARENALES;3080;ARENALES 3080;015-065-011;-;17/5/2013 00:00;;;AVISO DE OBRA;RECOLETA;COMUNA 2;1425;C1425BEL;-34.589570126180554;-58.40787230848483
1.695.816/2013;13/5/2013 00:00;LAFERRERE, GREGORIO DE;3248;LAFERRERE, GREGORIO DE 3248;048-028-013;75.30;9/9/2014 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;FLORES;COMUNA 7;1406;C1406HFR;-34.640648272916586;-58.46511021311069
1.699.583/2013;13/5/2013 00:00;ALVAREZ, JULIAN;730;ALVAREZ, JULIAN 730;031-050-022A;-;24/5/2013 00:00;;;AVISO DE OBRA;VILLA CRESPO;COMUNA 15;1414;C1414DRP;-34.5983777600799;-58.43265881177997
1.700.659/2013;13/5/2013 00:00;LLAVALLOL;3422;LLAVALLOL 3422;081-144-037;99.38;15/10/2013 00:00;UNIVIVIENDA;R1A;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA DEL PARQUE;COMUNA 11;1417;C1417AFD;-34.59994520568655;-58.50031841199421
1.699.895/2013;14/5/2013 00:00;NAHUEL HUAPI;4876;NAHUEL HUAPI 4876;053-016-008;1190.10;30/7/2013 00:00;MULTIVIVIENDA;R2A II;DEMOLICION TOTAL Y OBRA;VILLA URQUIZA;COMUNA 12;1431;C1431BTH;-34.56989464919662;-58.48628215950587
1.699.895/2013;14/5/2013 00:00;NAHUEL HUAPI;4876;NAHUEL HUAPI 4876;053-016-008;1190.10;24/5/2017 00:00;MULTIVIVIENDA;R2A II;DEMOLICION TOTAL Y OBRA;VILLA URQUIZA;COMUNA 12;1431;C1431BTH;-34.56989464919662;-58.48628215950587
1.719.854/2013;14/5/2013 00:00;BERMUDEZ;3628;BERMUDEZ 3628;089-031-003;129.62;14/5/2013 11:35;MULTIVIVIENDA;R2B II;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;;;;;;
1.719.854/2013;14/5/2013 00:00;BERMUDEZ;3628;BERMUDEZ 3628;089-031-003;129.62;11/6/2013 00:00;MULTIVIVIENDA;R2B II;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA DEVOTO;COMUNA 11;1419;C1419CAN;-34.60843646087583;-58.52388692398235
1.719.854/2013;14/5/2013 00:00;BERMUDEZ;3628;BERMUDEZ 3628;089-031-003;129.62;10/6/2014 00:00;MULTIVIVIENDA;R2B II;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA DEVOTO;COMUNA 11;1419;C1419CAN;-34.60843646087583;-58.52388692398235
1.722.813/2013;14/5/2013 00:00;ROSETI;2169;ROSETI 2169;049-042-020;729.86;22/7/2013 00:00;MULTIVIVIENDA;R2B I;OBRA NUEVA;VILLA ORTUZAR;COMUNA 15;1427;C1427BWQ;-34.58152576644332;-58.471729715727555
1.752.279/2013;15/5/2013 00:00;MONTAÑESES;2884;MONTAÑESES 2884;027-082-039;3176.04;26/8/2013 00:00;EDUCACION;E3;OBRA NUEVA;NUÑEZ;COMUNA 13;1429;C1429BLB;-34.5504145129145;-58.455055577731564
1.777.913/2013;16/5/2013 00:00;MONTAÑESES;1961;MONTAÑESES 1961;025-061-012B;-;23/5/2013 00:00;;;AVISO DE OBRA;BELGRANO;COMUNA 13;1428;C1428AQC;-34.558676252021684;-58.44773580486852
1.780.268/2013;16/5/2013 00:00;LARREA;786;LARREA 786;009-024-024;1494.50;28/6/2013 00:00;MULTIVIVIENDA;C3 I;OBRA NUEVA;BALVANERA;COMUNA 3;1030;C1030AAP;-34.599459969844254;-58.40251134233017
1.777.769/2013;16/5/2013 00:00;GONZALEZ CATAN;4795;GONZALEZ CATAN 4795;087-080B-015;463.24;12/2/2014 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA DEVOTO;COMUNA 11;1417;C1417DZE;-34.6127389608538;-58.513199914560474
1.799.677/2013;17/5/2013 00:00;SOLANO LOPEZ, F., MARISCAL;2979;SOLANO LOPEZ, F., MARISCAL 2979;071-043-006B;267.02;13/11/2013 00:00;;;DEMOLICION TOTAL Y OBRA;AGRONOMIA;COMUNA 15;1419;C1419HRA;-34.594051760408426;-58.49658280228278
1.806.938/2013;17/5/2013 00:00;AMENABAR;34;AMENABAR 34;035-064-000;-;17/7/2013 00:00;MULTIVIVIENDA;U20;DEMOLICION PARCIAL;PALERMO;COMUNA 14;1426;C1426AIB;-34.577304609463624;-58.439118227160726
1.806.938/2013;17/5/2013 00:00;AMENABAR;34;AMENABAR 34;035-064-000;-;11/10/2013 00:00;MULTIVIVIENDA;U20;DEMOLICION PARCIAL;PALERMO;COMUNA 14;1426;C1426AIB;-34.577304609463624;-58.439118227160726
1.808.174/2013;17/5/2013 00:00;LARRAZABAL AV.;646;LARRAZABAL AV. 646;060-008-027;636.63;24/7/2013 00:00;UNIVIVIENDA;R2B I;DEMOLICION TOTAL Y OBRA;LINIERS;COMUNA 9;1408;C1408HES;-34.64544095042849;-58.509360158040735
1.808.174/2013;17/5/2013 00:00;LARRAZABAL AV.;646;LARRAZABAL AV. 646;060-008-027;636.63;1/7/2015 00:00;UNIVIVIENDA;R2B I;DEMOLICION TOTAL Y OBRA;LINIERS;COMUNA 9;1408;C1408HES;-34.64544095042849;-58.509360158040735
1.809.529/2013;17/5/2013 00:00;MONROE;2861;MONROE 2861;041-108-016;2631.45;1/7/2013 00:00;MULTIVIVIENDA;C2;DEMOLICION TOTAL Y OBRA;BELGRANO;COMUNA 13;1428;C1428BLU;-34.56067664816095;-58.46405596464121
2.072.616/2011;20/5/2013 00:00;BELAUSTEGUI, LUIS, DR.;4222;BELAUSTEGUI, LUIS, DR. 4222;079-002-004A;2848.29;18/6/2013 00:00;MULTIVIVIENDA;E3;OBRA NUEVA;FLORESTA;COMUNA 10;1407;C1407EXT;-34.625971931644074;-58.491043679963
1.839.362/2013;20/5/2013 00:00;CHORROARIN AV.;1059;CHORROARIN AV. 1059;049-067-004A;6387.54;1/7/2013 00:00;MULTIVIVIENDA;C3 II;DEMOLICION TOTAL Y OBRA;VILLA ORTUZAR;COMUNA 15;1427;C1427CXH;-34.58431093642206;-58.46948090643277
1.837.011/2013;20/5/2013 00:00;BURELA;2473;BURELA 2473;063-062B-014;443.25;16/10/2013 00:00;MULTIVIVIENDA;E3;DEMOLICION TOTAL Y OBRA;VILLA URQUIZA;COMUNA 12;1431;C1431EHA;-34.57696436272504;-58.492428348071414
1.839.925/2013;20/5/2013 00:00;IBERA;3041;IBERA 3041;041-092-029;1025.72;21/8/2013 00:00;MULTIVIVIENDA;R2B I;DEMOLICION TOTAL Y OBRA;NUÑEZ;COMUNA 13;1429;C1429CMU;-34.556707594601015;-58.47037851418799
1.841.006/2013;20/5/2013 00:00;GAVILAN;875;GAVILAN 875;065-116-009;1439.30;10/7/2013 00:00;MULTIVIVIENDA;R2A II;DEMOLICION TOTAL Y OBRA;FLORES;COMUNA 7;1406;C1406BBM;-34.61935664126735;-58.46411387322932
1.835.395/2013;20/5/2013 00:00;RIVERA INDARTE AV.;775;RIVERA INDARTE AV. 775;048-102-034;56.13;30/9/2013 00:00;MULTIVIVIENDA;R2B I;DEMOLICION TOTAL Y OBRA;FLORES;COMUNA 7;1406;C1406DXO;-34.63776914193022;-58.45735933006302
1.843.392/2013;20/5/2013 00:00;POSTA;4789;POSTA 4789;043-012D-011;-;23/5/2013 00:00;;;AVISO DE OBRA;SAAVEDRA;COMUNA 12;1430;C1430EKG;-34.547483972798915;-58.4899842012584
1.843.527/2013;20/5/2013 00:00;PAEZ;2993;PAEZ 2993;065-029B-017;1113,75;10/6/2013 00:00;COMERCIO;C3 II;DEMOLICION TOTAL Y OBRA;FLORES;COMUNA 7;1406;C1406FQY;-34.62253756391519;-58.4749812612841
1.864.917/2013;21/5/2013 00:00;JUSTO, JUAN B. AV.;8532;JUSTO, JUAN B. AV. 8532;091-036-044;45.83;18/6/2013 00:00;COMERCIO;R2B II;DEMOLICION PARCIAL;VILLA LURO;COMUNA 10;1408;C1408AKN;-34.63477521298398;-58.509117246848746
1.867.985/2013;21/5/2013 00:00;RIVADAVIA AV.;2201;RIVADAVIA AV. 2201;009-042-033A;-;24/5/2013 00:00;;;AVISO DE OBRA;BALVANERA;COMUNA 3;1034;0;-34.609529192738144;-58.39776966588922
1.874.372/2013;21/5/2013 00:00;IRIARTE, GRAL.;1536;IRIARTE, GRAL. 1536;010-016-003;158.20;16/7/2014 00:00;COMERCIO;E3;OBRA NUEVA;BARRACAS;COMUNA 4;1291;C1291ABF;-34.64787618748502;-58.370919584700886
1.878.148/2013;22/5/2013 00:00;PEREZ, ROQUE;3581;PEREZ, ROQUE 3581;041-045-010;211.13;29/7/2013 00:00;MULTIVIVIENDA;R2B I;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;SAAVEDRA;COMUNA 12;1430;C1430FBU;-34.555071707876564;-58.47852996054218
1.897.592/2013;22/5/2013 00:00;GODOY CRUZ;2479;GODOY CRUZ 2479;019-145-008C;208.84;26/6/2013 00:00;COMERCIO;R2A II;DEMOLICION TOTAL Y OBRA;PALERMO;COMUNA 14;1425;C1425FQE;-34.58102663938516;-58.42725989781585
1.904.411/2013;22/5/2013 00:00;PRIMERA JUNTA;3851;PRIMERA JUNTA 3851;054-123-031;640.42;26/8/2013 00:00;MULTIVIVIENDA;R2B II;DEMOLICION TOTAL Y OBRA;PARQUE AVELLANEDA;COMUNA 9;1407;C1407HTE;-34.646848512476026;-58.469499316569554
1.899.226/2013;22/5/2013 00:00;FRAGA;1106;FRAGA 1106;049-159-027;635.61;27/6/2013 00:00;COMERCIO;E2;DEMOLICION TOTAL Y OBRA;CHACARITA;COMUNA 15;1427;C1427BTX;-34.583044885876106;-58.459026955400134
1.901.315/2013;22/5/2013 00:00;CORDOBA AV.;1801;CORDOBA AV. 1801;011-074-026A;-;28/5/2013 00:00;;;AVISO DE OBRA;RECOLETA;COMUNA 2;1120;C1120AAA;-34.59955754672403;-58.39317002814717
1.900.685/2013;22/5/2013 00:00;TUCUMAN;938;TUCUMAN 938;005-072-008A;-;27/5/2013 00:00;;;AVISO DE OBRA;SAN NICOLAS;COMUNA 1;1049;C1049AAT;-34.601339865848054;-58.380226286473714
1.901.451/2013;22/5/2013 00:00;ACOYTE AV.;729;ACOYTE AV. 729;045-086-019;2073;26/8/2013 00:00;MULTIVIVIENDA;C3 I;DEMOLICION TOTAL Y OBRA;CABALLITO;COMUNA 6;1405;C1405BGF;-34.61016361150383;-58.439477767913885
1.901.807/2013;22/5/2013 00:00;CABRERA, JOSE A.;3439;CABRERA, JOSE A. 3439;015-017-028;-;27/5/2013 00:00;;;AVISO DE OBRA;RECOLETA;COMUNA 2;1186;C1186AAM;-34.59669485136751;-58.41475700428358
1.903.579/2013;22/5/2013 00:00;PAZ, MARCOS;1628;PAZ, MARCOS 1628;085-049A-024;129.95;8/7/2013 00:00;UNIVIVIENDA;R2B II;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VELEZ SARSFIELD;COMUNA 10;1407;C1407CSD;-34.62485108315121;-58.5007479134313
1.902.532/2013;22/5/2013 00:00;ROJAS;1571;ROJAS 1571;047-030-024A;250.18;12/8/2013 00:00;COMERCIO;R2B II;DEMOLICION TOTAL Y OBRA;VILLA CRESPO;COMUNA 15;1416;C1416CPK;-34.60389578091125;-58.4501964898263
1.935.375/2013;23/5/2013 00:00;ESCALADA AV.;586;ESCALADA AV. 586;060-109-025;224.89;14/8/2013 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA LURO;COMUNA 10;1407;C1407LDL;-34.643275754715894;-58.4972348417366
1.936.130/2013;23/5/2013 00:00;BILLINGHURST;234;BILLINGHURST 234;013-014-023;-;29/5/2013 00:00;;;AVISO DE OBRA;ALMAGRO;COMUNA 5;1174;C1174ABD;-34.607992007145924;-58.41619682455874
1.934.263/2013;23/5/2013 00:00;MUÑIZ;1415;MUÑIZ 1415;036-002-035;204.18;26/8/2013 00:00;MULTIVIVIENDA;R2B III;OBRA NUEVA;BOEDO;COMUNA 5;1255;C1255ACG;-34.630426366122634;-58.42480089381901
1.934.263/2013;23/5/2013 00:00;MUÑIZ;1415;MUÑIZ 1415;036-002-035;204.18;21/10/2014 00:00;MULTIVIVIENDA;R2B III;OBRA NUEVA;BOEDO;COMUNA 5;1255;C1255ACG;-34.630426366122634;-58.42480089381901
1.932.129/2013;23/5/2013 00:00;MISTRAL, GABRIELA;3651;MISTRAL, GABRIELA 3651;083-153-026;1973.58;18/6/2013 00:00;MULTIVIVIENDA;E3;DEMOLICION TOTAL Y OBRA;VILLA DEVOTO;COMUNA 11;1419;C1419GGE;-34.593299246258944;-58.51156031017409
1.931.883/2013;23/5/2013 00:00;PADILLA;696;PADILLA 696;047-134-034;-;29/5/2013 00:00;;;AVISO DE OBRA;VILLA CRESPO;COMUNA 15;1414;C1414AGJ;-34.59993912398047;-58.442699454910525
1.929.593/2013;23/5/2013 00:00;JUNIN;334;JUNIN 334;009-053-034A;-;29/5/2013 00:00;;;AVISO DE OBRA;BALVANERA;COMUNA 3;1026;C1026ABH;-34.60550267590743;-58.396708831179744
1.929.437/2013;23/5/2013 00:00;GARCIA, JUAN AGUSTIN;4055;GARCIA, JUAN AGUSTIN 4055;079-058-040;659;2/7/2013 00:00;MULTIVIVIENDA;R2B II;OBRA NUEVA;MONTE CASTRO;COMUNA 10;1407;C1407FWO;-34.617946297681385;-58.49415044231188
1.929.437/2013;23/5/2013 00:00;GARCIA, JUAN AGUSTIN;4055;GARCIA, JUAN AGUSTIN 4055;079-058-040;659;29/1/2014 00:00;MULTIVIVIENDA;R2B II;OBRA NUEVA;MONTE CASTRO;COMUNA 10;1407;C1407FWO;-34.617946297681385;-58.49415044231188
1.929.100/2013;23/5/2013 00:00;GODOY CRUZ;3128;GODOY CRUZ 3128;021-090-021;1474.37;11/7/2013 00:00;MULTIVIVIENDA;R2A I;DEMOLICION TOTAL Y OBRA;PALERMO;COMUNA 14;1425;C1425FQT;-34.5742059637904;-58.42164917908103
1.963.951/2013;24/5/2013 00:00;TREVERIS;2556;TREVERIS 2556;061-094-009;25.36;21/10/2013 00:00;MULTIVIVIENDA;;OBRA NUEVA;PARQUE CHAS;COMUNA 15;1431;C1431DIF;-34.5830840823844;-58.477790478716024
1.962.476/2013;24/5/2013 00:00;SANTIAGO DEL ESTERO;742;SANTIAGO DEL ESTERO 742;012-041-015;432.54;27/8/2013 00:00;MULTIVIVIENDA;R2A I;OBRA NUEVA;MONSERRAT;COMUNA 1;1075;C1075AAP;-34.6171819504694;-58.38433156515208
1.960.974/2013;24/5/2013 00:00;11 DE SEPTIEMBRE DE 1888;1740;11 DE SEPTIEMBRE DE 1888 1740;023-065-010A;-;11/6/2013 00:00;;;AVISO DE OBRA;BELGRANO;COMUNA 13;1426;C1426BKV;-34.5622647302638;-58.448220286811846
1.963.681/2013;24/5/2013 00:00;CHACABUCO;874;CHACABUCO 874;004-018-019A;-;11/6/2013 00:00;;;AVISO DE OBRA;SAN TELMO;COMUNA 1;1069;C1069AAR;-34.618276318176775;-58.37583734061375
1.991.588/2013;27/5/2013 00:00;MONASTERIO;263;MONASTERIO 263;024-072-003H;-;31/5/2013 00:00;;;AVISO DE OBRA;PARQUE PATRICIOS;COMUNA 4;1284;C1284AEE;-34.638217242979756;-58.394996883225
1.992.568/2013;27/5/2013 00:00;TALCAHUANO;847;TALCAHUANO 847;007-044-012;-;12/6/2013 00:00;;;AVISO DE OBRA;RETIRO;COMUNA 1;1013;C1013AAQ;-34.59872905556171;-58.38546238548896
1.993.153/2013;27/5/2013 00:00;AMBROSETTI, JUAN B.;273;AMBROSETTI, JUAN B. 273;045-009A-012A;-;31/5/2013 00:00;;;AVISO DE OBRA;CABALLITO;COMUNA 6;1405;C1405BIA;-34.61469703231066;-58.43672497938389
2.000.007/2013;28/5/2013 00:00;WASHINGTON;3720;WASHINGTON 3720;043-003-023B;202.59;8/8/2013 00:00;UNIVIVIENDA;R2B I;DEMOLICION TOTAL Y OBRA;SAAVEDRA;COMUNA 12;1430;C1430EUZ;-34.55450247044223;-58.48165131610579
2.029.086/2013;28/5/2013 00:00;THAMES;1939;THAMES 1939;019-093-015;-;11/6/2013 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1414;C1414DDM;-34.58569248268176;-58.427480443786386
2.031.318/2013;28/5/2013 00:00;3 DE FEBRERO;1070;3 DE FEBRERO 1070;023-020-004;15.41;6/9/2013 00:00;MULTIVIVIENDA;R2A I;DEMOLICION TOTAL Y OBRA;PALERMO;COMUNA 14;1426;C1426BJH;-34.56905804931599;-58.443397657569044
2.029.296/2013;28/5/2013 00:00;DRAGONES;1850;DRAGONES 1850;025-102-023;427.55;12/6/2013 00:00;;;DEMOLICION TOTAL;BELGRANO;COMUNA 13;1428;C1428AZB;-34.55508987636896;-58.43906992505722
2.028.689/2013;28/5/2013 00:00;MARTI, JOSE;1889;MARTI, JOSE 1889;050-045-025;196.18;3/2/2014 00:00;;;OBRA NUEVA;FLORES;COMUNA 7;1406;C1406FCK;-34.64966563478472;-58.45686385702125
2.028.174/2013;28/5/2013 00:00;BALBASTRO;3109;BALBASTRO 3109;050-045-024;287.45;13/1/2014 00:00;;;OBRA NUEVA;FLORES;COMUNA 7;1406;C1406IDI;-34.64989643280563;-58.45679709898345
2.032.846/2013;29/5/2013 00:00;ARTIGAS, JOSE GERVASIO, GRAL.;5207;ARTIGAS, JOSE GERVASIO, GRAL. 5207;075-085-023E;1308.40;30/10/2013 00:00;MULTIVIVIENDA;C3 II;DEMOLICION TOTAL Y OBRA;VILLA PUEYRREDON;COMUNA 12;1419;C1419EEC;-34.5792552960882;-58.5014149416666
2.053.518/2013;29/5/2013 00:00;THAMES;1781;THAMES 1781;019-068B-013A;538.30;6/11/2013 00:00;;;DEMOLICION TOTAL Y OBRA;PALERMO;COMUNA 14;1414;C1414DDI;-34.587000299730114;-58.42945365698213
2.052.774/2013;29/5/2013 00:00;GONZALEZ, JOAQUIN V.;523;GONZALEZ, JOAQUIN V. 523;077-119-013;562.87;11/7/2013 00:00;;;OBRA NUEVA;FLORESTA;COMUNA 10;1407;C1407CZI;-34.62736657934038;-58.481496499163214
2.059.048/2013;30/5/2013 00:00;DELGADO;1243;DELGADO 1243;037-040-024;439.01;11/9/2013 00:00;MULTIVIVIENDA;R2B I;DEMOLICION TOTAL Y OBRA;COLEGIALES;COMUNA 13;1426;C1426BDS;-34.57695339084924;-58.459097204995714
2.052.424/2013;30/5/2013 00:00;SANTO DOMINGO;2201;SANTO DOMINGO 2201;018-087-029;541.17;30/7/2013 00:00;MULTIVIVIENDA;R2B III;DEMOLICION TOTAL Y OBRA;BARRACAS;COMUNA 4;1293;C1293AFA;-34.65146744812872;-58.37754329908716
2.053.219/2013;30/5/2013 00:00;MACHAIN;4534;MACHAIN 4534;055-172-028;777.18;10/12/2013 00:00;;;DEMOLICION TOTAL Y OBRA;SAAVEDRA;COMUNA 12;1430;C1430DZF;-34.55142066352643;-58.49252542532514
